,Unnamed: 0,Gender,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Stress_Level (1-10),Sleep_Hours_per_Night,Grade
2629,2629,Male,97.95,52.71,84.74,86.99,79.2,97.82,25.5,No,2,4.3,B
2630,2630,Male,75.76,55.36,84.71,86.98,32.2,90.95,11.9,Yes,6,8.9,B
2631,2631,Female,99.15,48.94,94.15,74.11,99.6,78.14,10,No,1,8,D
2632,2632,Female,52.9,84.2,64.81,72.71,37.7,57.15,27.1,No,5,4.7,D
2633,2633,Female,79.18,64.39,65,89.38,29.3,85.69,5.1,Yes,8,6.4,D
2634,2634,Female,67.47,43.76,87.06,59.65,23.9,90.65,11.4,No,3,5.7,D
2635,2635,Female,92.17,92.5,61.44,57.61,65.9,96.75,15.2,Yes,5,4.2,C
2636,2636,Female,68.06,73.46,95.6,83.23,10.9,80.61,21.8,No,9,8.6,C
2637,2637,Male,63.02,59.87,76.74,70.48,95.4,75.72,29.9,Yes,1,8.2,C
2638,2638,Male,92.88,60.64,65.01,85.5,29.4,80.96,14.3,No,9,8.9,C
2639,2639,Male,68.73,57.42,88.8,62.83,29.5,97.16,28.7,No,1,5.2,C
2640,2640,Male,50.84,67.33,65.62,66.24,4.6,81.41,14.2,Yes,4,7.5,D
2641,2641,Female,69.51,60.22,98.16,94.83,24.6,62.88,22.4,Yes,1,4.6,C
2642,2642,Male,82.73,72.88,99.15,71.08,41.9,81.81,9.1,No,8,6.2,B
2643,2643,Male,62.72,86.41,83.34,79.55,37,93.99,16.5,No,7,8.2,C
2644,2644,Female,71.6,80.47,55.68,55.33,27.3,78.35,26.8,Yes,3,4,D
2645,2645,Male,52.84,57.67,63.16,58.94,4.1,75.13,13,No,5,6.4,D
2646,2646,Female,79.4,71.72,75.77,51.79,30.1,86.67,7.6,No,2,6.2,D
2647,2647,Female,87.81,90.41,92.57,71.22,77.8,83.05,18.1,Yes,10,7.5,C
2648,2648,Female,70.67,44.09,59.24,99.45,43.9,52.83,16,Yes,5,5.2,D
2649,2649,Female,71.01,44.7,55.22,93.69,29.1,86.27,10.7,No,5,4.9,D
2650,2650,Female,54.41,73.37,53.72,81.65,30.5,70.38,27.6,Yes,9,7.3,D
2651,2651,Male,60.1,78.35,75.35,93.05,55.4,97.04,20,Yes,5,7.2,B
2652,2652,Male,57.73,52.68,94.24,79.71,30.2,98.54,13.7,Yes,2,7.8,B
2653,2653,Male,74.08,84.71,52.12,68.44,63.1,72.44,29.9,No,3,5.2,C
2654,2654,Female,76.46,78.78,60.62,58.68,98.9,98.44,8.4,No,6,4.1,B
2655,2655,Male,97.45,95.4,84.66,82.65,4.1,65.54,26.2,No,1,8.4,D
2656,2656,Male,53.66,50.14,91.29,59.65,16.9,84.13,10.8,Yes,6,5,D
2657,2657,Male,79.99,85.08,90.37,70.87,17.9,53.75,11,Yes,5,6.1,C
2658,2658,Male,76.32,45.02,89.25,91.29,44.7,57.25,17.5,Yes,2,6.3,D
2659,2659,Female,75.81,73.92,56.49,56.46,4.1,93.23,21.5,No,2,4.9,D
2660,2660,Male,93.66,73.11,69.86,56.45,47.8,94.69,22.3,Yes,2,6.6,C
2661,2661,Female,60.28,63.3,99.24,61.22,92.9,76.63,5.6,Yes,3,8.6,C
2662,2662,Female,52.04,90.67,99.44,77.6,1.2,66.99,12.2,Yes,10,5.4,C
2663,2663,Male,83.61,40.26,80.12,62.59,36.5,72.55,21.5,No,2,6.6,D
2664,2664,Female,67.26,71.21,85.46,75.16,76.1,93.48,27.2,Yes,3,5.5,B
2665,2665,Female,50.88,53.03,97.56,65.1,15.4,60.55,21.7,No,9,8.9,F
2666,2666,Female,62.57,84.61,72.5,75.31,7.8,64.74,11.6,No,3,5.1,C
2667,2667,Female,65.47,42.58,56.84,63.88,63.1,89.27,17.7,Yes,7,4.5,C
2668,2668,Female,80.84,89.89,83.45,99,1,96.76,21.2,No,3,4.7,B
2669,2669,Female,58.63,90.29,98.01,74.64,80.2,54.65,8.4,No,6,5.8,C
2670,2670,Female,70.65,89.97,84.86,87.18,6.7,90.19,18.6,No,9,6.8,B
2671,2671,Male,74.12,49.15,90.17,85.03,52.4,82.25,16.8,No,6,7.3,D
2672,2672,Male,72.96,77.82,71.14,74.53,74,61.54,13.4,No,4,6.8,D
2673,2673,Female,98.7,40.86,54.82,61.94,24.2,87.79,20.6,No,5,8.5,D
2674,2674,Female,52.28,90.88,58.44,75.54,10.4,86.4,20.9,No,8,5.8,C
2675,2675,Male,97.55,83.38,99.13,84.05,17.6,57.1,29.3,Yes,8,7.6,C
2676,2676,Male,79.1,71.87,74.66,73,85.5,75.11,15.7,No,7,5.3,C
2677,2677,Male,89.79,83.84,50.6,54.1,70.6,87.91,18.3,Yes,5,7.4,C
2678,2678,Male,71.52,45.66,97.77,50.9,19.8,59.58,8.9,No,9,8.6,D
2679,2679,Female,72.69,71.72,74.89,66.39,71.6,73.14,18.7,No,1,8.9,C
2680,2680,Female,93.97,57.48,91.81,57.51,70.9,56.04,5.9,Yes,4,7.6,D
2681,2681,Male,94.8,98.36,77.42,95.31,99.8,65.34,8.7,Yes,10,8.7,B
2682,2682,Male,61.93,91.43,55.09,58.79,39.2,60.9,9.3,No,7,7.4,D
2683,2683,Male,59.96,84,80.78,69.71,86.5,75.25,20.8,Yes,5,8.8,C
2684,2684,Male,74.81,96.02,99.87,85.6,44.6,57.06,19.2,No,4,8.5,C
2685,2685,Female,95.01,60.81,51.74,90.77,89.8,69.16,25,No,5,4.5,C
2686,2686,Male,66.12,94.05,92.09,73.89,9.2,63.76,16.6,No,1,6.4,C
2687,2687,Male,82.6,59.51,61.77,59.06,17.5,87.3,16.9,Yes,4,5.7,D
2688,2688,Male,85.41,83.97,69.69,63.54,85,84.98,9,No,1,4.1,B
2689,2689,Female,88.93,84.19,68.64,70.95,81.9,54.75,23.6,No,2,6.3,D
2690,2690,Female,78.2,41.1,94.94,68.23,30.5,97.67,5.1,Yes,9,4.7,C
2691,2691,Female,70.12,61.66,75.22,67.43,59.7,87.23,15.6,No,5,4.2,D
2692,2692,Male,98.35,41.17,72.36,56.59,38.3,80.8,9.7,No,9,6.2,D
2693,2693,Male,80.57,99.83,90.9,95.67,1,73.89,24.3,Yes,9,5.2,B
2694,2694,Male,86.43,47.33,52.45,51.49,2.6,58.9,21.8,Yes,10,8.7,F
2695,2695,Female,67.25,72.57,54.32,72,5.4,98.1,22.7,No,5,8.1,C
2696,2696,Female,83.5,87.43,51.08,99.02,59.4,50.39,8.7,Yes,3,8.8,D
2697,2697,Male,62.89,52.08,84.4,82.99,27.9,84.62,21.7,No,4,8.4,D
2698,2698,Male,62.25,69.1,76.28,67.77,14.4,75.37,22.3,Yes,5,7.6,D
2699,2699,Female,85.74,76.45,93.8,57.3,94.1,95.13,5.1,Yes,6,7,B
2700,2700,Male,76.07,49.61,74.93,98.19,12.1,69.03,12.9,No,6,4.3,C
2701,2701,Male,84.16,86.71,61.09,50.7,67.4,75.93,7.2,No,8,5.3,C
2702,2702,Male,63.47,57.96,90.26,84.07,89.4,87.12,22,Yes,8,7.6,C
2703,2703,Female,79.94,52.66,64.72,94.01,16.4,52.38,10.3,No,8,6,D
2704,2704,Male,72.2,73.5,96.78,51.26,21.5,52.72,11.6,No,3,5.6,F
2705,2705,Male,79.85,64.62,62.52,86.26,57.4,60.58,7,Yes,4,4.5,D
2706,2706,Male,64.54,95.22,58.39,99.94,50.8,57.32,17.1,Yes,4,4.4,D
2707,2707,Male,85.77,92.8,74.67,81.98,52.1,50.32,5.8,No,7,5,D
2708,2708,Female,90.3,69,52.53,70.73,55.5,81.15,26.1,Yes,5,8.2,D
2709,2709,Female,63,61.56,51.82,93.72,95,89.8,5.7,Yes,4,7.3,D
2710,2710,Female,65.03,59.53,74.8,77.71,5.4,97.86,6.5,No,10,5.7,B
2711,2711,Male,83.06,56.05,60.76,87.47,76,72.05,21,No,5,4.3,C
2712,2712,Female,84.78,72.67,50.47,79.39,23.3,63.99,27.9,No,1,4.9,D
2713,2713,Male,85.2,88.3,64.8,51.91,37.4,93.2,27.3,No,4,6.2,C
2714,2714,Female,84.13,58.65,73.87,60.66,8.9,92.22,7.1,Yes,7,4.8,C
2715,2715,Male,69.64,51.41,69.71,53.94,44.6,81.24,12.2,No,3,7.8,C
2716,2716,Female,69.74,68.53,56.77,55.33,80.4,63.66,18,Yes,7,7.9,C
2717,2717,Female,62.74,44.14,78.98,50.77,9.9,95.43,5.7,No,5,4.7,D
2718,2718,Female,57.84,82.08,85.52,71.06,27.6,58.92,18.2,Yes,1,7.6,D
2719,2719,Male,84.63,71.1,83.78,58.93,37.3,52.18,16.2,Yes,4,6.6,D
2720,2720,Male,54.66,69.78,69.69,92.78,10.4,89.83,19.7,No,10,8.8,B
2721,2721,Male,96.89,58.03,56.88,87.5,76.2,78.18,28,Yes,3,7.9,C
2722,2722,Female,91.33,94.28,74.97,78.66,78.7,62.32,11.9,Yes,4,6.9,C
2723,2723,Male,92.88,45.43,94.52,74.45,83.6,83.54,21,No,6,7,C
2724,2724,Male,95.33,92.19,73.44,62.79,58.4,88.34,15.7,No,10,4.9,C
2725,2725,Male,70.43,62.6,59.78,73.75,50.7,92.23,15.9,No,4,8.5,B
2726,2726,Male,92.34,92.84,54.65,82.06,26.3,64.11,21.2,Yes,7,6.8,D
2727,2727,Male,57.9,83.73,97.2,89.11,65.5,51.28,28.8,Yes,8,6.9,D
2728,2728,Male,51.08,46.25,87.15,54.08,44.5,75.5,26.6,Yes,3,6.9,C
2729,2729,Female,89.24,89.89,65.65,85.42,97.1,92.8,21,Yes,3,5.4,C
2730,2730,Female,53.74,80.93,64.77,87.14,96.8,60.39,16.5,Yes,2,8.1,C
2731,2731,Male,99.43,41.94,94.76,77.95,90.5,71.06,15.6,Yes,6,8.3,C
2732,2732,Female,83.74,48.02,58.88,60.72,36,62.82,24.7,No,6,5.4,F
2733,2733,Female,87.67,78.14,76.75,76.96,36.8,50.67,10.5,No,1,6.2,D
2734,2734,Male,62.29,79.76,85.68,75.14,85.3,94.93,19.7,Yes,9,4.9,C
2735,2735,Male,83.69,84.8,69.82,73.79,72.9,56.75,17.6,No,2,5.2,C
2736,2736,Female,52.16,83.21,52,73.03,70.4,88.34,21.2,No,4,5.7,C
2737,2737,Male,91.89,79.57,61.39,55.54,28,67.33,9.7,No,9,8.5,F
2738,2738,Female,58.48,85.97,95.09,59.14,83.3,63.88,22.4,Yes,7,7.1,B
2739,2739,Female,84.87,74.51,76.16,54.87,57.9,97.05,20.7,Yes,3,6.9,C
2740,2740,Female,61.22,55.65,90.77,62.12,44.7,82.86,9.5,Yes,10,8.7,D
2741,2741,Male,53.42,94.74,77.78,63.17,86.5,84.35,16.2,No,2,8,C
2742,2742,Female,74.07,41.09,97.18,62.25,39.4,87.98,22,No,9,4.1,D
2743,2743,Male,58.46,61.99,95.46,60.55,65.4,67.05,27.5,Yes,2,4.6,C
2744,2744,Male,86.47,83.73,74.14,86.77,46.6,78.18,8.1,No,4,5.2,C
2745,2745,Male,61.88,65.63,65.91,90.93,59.3,63.51,5.2,Yes,2,5.5,D
2746,2746,Male,67.12,41.49,80.08,66.36,4.1,91.73,9.1,Yes,7,8.2,C
2747,2747,Male,78.37,43.96,83.74,65.26,46.1,79.97,29.7,No,6,7.8,C
2748,2748,Female,64.25,78.92,74.92,92.2,55.6,62.17,24.2,No,8,4.7,D
2749,2749,Male,68.9,97.89,91.11,81.2,49.3,94.99,20.4,No,3,6.7,A
2750,2750,Male,90.78,73.11,59.17,64.67,84.7,79.04,8.3,Yes,7,4.5,C
2751,2751,Male,58.96,70.41,66.72,85.68,31.1,74.75,15.4,No,8,4.9,D
2752,2752,Male,54.11,59.1,84.32,67.23,88.4,51.72,22.9,No,1,5.2,D
2753,2753,Male,66.42,55.4,62.33,79.33,40.3,95.49,27.4,No,8,8.5,B
2754,2754,Female,71.22,41.26,71.99,99.63,69.5,97.61,14.5,No,1,5.8,C
2755,2755,Male,77.13,56.38,98.19,65.08,8.7,78.13,30,Yes,6,8.6,C
2756,2756,Male,68.62,66.95,81.29,96.53,20,72.13,8.5,No,2,7.8,C
2757,2757,Female,89.5,51.88,97.45,66.03,76.1,67.98,14.7,Yes,9,7.7,C
2758,2758,Male,51.97,45.24,86.12,77.01,1.2,63.4,26.9,Yes,10,8,F
2759,2759,Female,71.59,83.06,86.23,73,96.9,78.73,21.2,No,10,4.5,C
2760,2760,Female,69.11,93.68,79.59,89.16,19.1,56.4,25.3,No,10,8.1,C
2761,2761,Female,82.38,96.21,57.11,53.05,90.1,95.96,27.7,Yes,3,5.3,C
2762,2762,Female,98.31,77.08,75.99,81.36,51.6,58.8,17.7,Yes,4,8.9,C
2763,2763,Male,75.52,43.17,62.63,88.03,56.5,87.28,10.9,No,10,8.2,D
2764,2764,Male,99.34,84.45,99.93,73.61,8.4,65.34,22.3,No,5,9,C
2765,2765,Female,65.11,46.61,63.35,55.26,36.5,61.3,19.1,Yes,3,8.7,D
2766,2766,Female,51.54,80.18,61.53,62.24,15.6,77.89,24.3,No,7,5.8,D
2767,2767,Male,58.28,86.76,81.19,83.98,52.6,88.26,17.8,Yes,2,8.7,C
2768,2768,Female,69.76,83.55,75.55,94.77,55.1,86.34,25.3,No,7,5.7,C
2769,2769,Female,65.82,97.11,51.07,71.08,71,61.69,27.6,No,5,7.3,C
2770,2770,Female,54.85,84.29,56.48,78.02,87.8,66.53,23.7,Yes,9,8.1,C
2771,2771,Male,71.63,81.59,90.55,61.42,46.8,93.44,23.6,Yes,2,5.9,B
2772,2772,Female,66.91,55.7,74.18,70.61,23.3,86.16,19.7,Yes,9,5,D
2773,2773,Male,56.13,95.49,57.3,66.84,33.4,85.63,16.8,Yes,9,8.5,D
2774,2774,Male,64.81,50.77,73.26,82.78,84.7,63.45,29.3,Yes,8,4.5,C
2775,2775,Male,94.32,94.29,62.66,99.23,14.6,89.6,21.1,Yes,5,5.8,B
2776,2776,Female,65.1,58.76,61.18,90.67,62.7,67.92,26,No,3,6.7,D
2777,2777,Female,85.7,47.81,97.89,59.61,1.3,70.07,17.6,No,10,8,D
2778,2778,Male,80.6,89.6,68.1,78.88,24.6,64.38,18.9,No,1,8.3,D
2779,2779,Male,71.36,40.15,52.32,53.32,59.1,56.07,21.6,No,10,6.6,F
2780,2780,Male,61.95,89.93,98.52,62.35,45.6,71.02,23.2,Yes,3,6.9,B
2781,2781,Female,68.45,55.74,89.74,58.61,49.4,50.85,16.2,Yes,6,8.3,F
2782,2782,Female,79.61,93.08,62.72,66.78,66.1,72.8,13.9,Yes,4,6.3,C
2783,2783,Male,67.54,81.49,70.44,83.94,23.5,86.25,11,Yes,6,6.8,C
2784,2784,Male,60.74,79.97,93.11,74.97,28.1,98.04,15.6,No,4,4.1,C
2785,2785,Female,55.82,61.92,67.87,96.65,68.4,53.93,10.3,No,9,8.8,D
2786,2786,Male,93.99,43.56,78.37,60.64,53.8,64.06,15.4,No,8,6.8,F
2787,2787,Female,72.02,89.8,76.74,68.21,1.5,74.71,26.9,No,10,7.6,C
2788,2788,Female,81.26,50.25,70.06,66.49,67,58.52,29.4,Yes,6,5.2,F
2789,2789,Male,74.52,62.34,81.98,61.8,62,55.84,19.4,No,10,7.3,D
2790,2790,Male,93.63,76.02,73.66,99.66,7.9,72.62,8.7,Yes,8,6.3,D
2791,2791,Female,77.35,68.94,51.06,69.36,74.8,79.04,15.7,No,7,4.6,C
2792,2792,Female,74.04,51.92,90.72,97.03,52.2,91.01,20.1,No,5,8.2,B
2793,2793,Female,96.23,48.44,55.66,69.52,20.5,99.89,14.3,Yes,9,8.2,C
2794,2794,Female,85.98,47.39,73.2,60.2,55.9,88.71,10.1,No,4,4.3,C
2795,2795,Female,55.58,91.78,79,55.96,59.5,61.07,10.7,Yes,4,6,D
2796,2796,Male,58.89,41.89,85.28,92.78,92,87.4,16.8,No,10,5.4,D
2797,2797,Female,89.36,98.62,70.54,51.6,74.2,76.86,10.4,Yes,9,6.6,C
2798,2798,Female,91.79,51.91,86.78,98.22,30.2,72.54,11.2,No,4,6.4,C
2799,2799,Female,77.26,46.62,56.57,70.91,11.8,96.79,26.8,Yes,4,7.3,D
2800,2800,Male,77.72,74.62,82.67,62.37,85.3,85.1,24.5,No,8,5.2,C
2801,2801,Male,81.6,44.8,91.32,80.87,84.6,84.08,6.4,No,6,5.1,C
2802,2802,Female,71.96,76.15,94.47,56.65,17.5,50.59,13,Yes,7,7.6,C
2803,2803,Female,84.01,91.04,78.98,53.61,6.2,93.25,18.3,No,4,8.9,B
2804,2804,Male,55.42,42.87,65.64,91.39,71.2,89.67,6.5,Yes,1,8.7,D
2805,2805,Male,98.06,87.99,58.17,71.23,72.3,64.95,22.1,No,4,8,D
2806,2806,Male,87.51,63.67,67.28,75.91,17.7,64.61,14.6,Yes,4,4.3,F
2807,2807,Male,81.56,49.57,77,58.83,66.8,52.67,14.9,Yes,2,5.2,D
2808,2808,Female,65.82,50.57,59.82,53.07,27.9,52.54,11.6,No,8,7.4,D
2809,2809,Male,58.05,95.13,97.63,68.39,26.1,83.43,13.3,No,5,5.5,B
2810,2810,Female,70.47,46.64,94.86,75.31,32.5,59.31,26.5,No,9,6,D
2811,2811,Female,83.08,92.01,51.65,88.27,52,96.18,24.7,No,5,8.8,C
2812,2812,Male,81.69,72.65,78.1,75.05,80.4,92.12,28.4,No,4,4.4,C
2813,2813,Male,69.13,42.34,89.47,89.13,49.9,67.44,22.5,Yes,3,8.3,C
2814,2814,Male,80.66,67.87,62.27,55.77,29.8,69,19.4,No,10,4.3,D
2815,2815,Male,90.69,89.05,76.19,53.2,88.4,66.36,11.5,No,10,5.7,D
2816,2816,Female,51.31,83.57,70.3,57.94,5.5,54.62,21.7,Yes,1,6.8,D
2817,2817,Female,72.53,69.33,59.83,88.6,79.7,51.57,27.7,Yes,7,5.8,D
2818,2818,Female,87.93,91.6,80.74,87.97,78.4,72.61,6.7,No,9,8.8,B
2819,2819,Male,77.31,47.22,99.68,57.07,25.4,97.15,16.1,Yes,2,6.5,C
2820,2820,Female,82.57,94.6,68.26,51.55,19.8,95.86,8.7,Yes,4,7.7,C
2821,2821,Male,75.83,90.79,77.62,84.26,87.5,90.49,25.3,Yes,8,7.5,B
2822,2822,Female,99.59,82.5,66.39,92.76,55.9,81.43,20.4,No,9,8.2,B
2823,2823,Male,52.73,89.07,93.85,87.71,4.6,92.81,27,No,9,8.3,B
2824,2824,Female,74.55,72.63,93.23,60.14,89.1,75.75,6.6,No,6,6.3,B
2825,2825,Female,54.57,80.51,58.94,79.19,34.9,59.01,27.6,No,2,8.3,D
2826,2826,Male,57.99,73.64,95,87.87,34.2,84.21,6.7,Yes,1,7.3,B
2827,2827,Female,69.15,61.33,57.58,62.79,64.3,96.03,12.2,Yes,4,7.4,C
2828,2828,Female,57.78,74.13,54.77,76.39,66.1,50.98,8.9,Yes,6,4.9,F
2829,2829,Male,98.18,55.45,82.65,65.72,35.3,62.57,8.6,Yes,2,5.2,F
2830,2830,Male,97.34,66.42,69.3,61.28,14.3,63.27,9.3,No,6,7.4,D
2831,2831,Male,66.81,56.85,76.54,98.48,55.2,54.95,17,No,1,5.3,D
2832,2832,Male,81.99,47.37,82.63,95.63,62.5,61.27,24.6,Yes,6,6.5,C
2833,2833,Male,76.69,59.31,52.64,72.28,86,69.2,27.5,Yes,5,6.4,C
2834,2834,Female,90.78,91.12,64.65,56.84,48.4,96.99,19.2,No,2,5.2,C
2835,2835,Male,81.37,62.86,73.05,86.4,64.6,93.01,8.9,Yes,4,6.8,B
2836,2836,Female,50.01,84.88,63.33,62.79,5.4,97.3,7,Yes,9,6.8,C
2837,2837,Female,88.16,50.51,52.45,58.43,89.5,56.03,17.4,Yes,2,4.6,F
2838,2838,Male,87.34,65.47,54.33,69.08,32.7,51.4,24.1,Yes,5,5.9,D
2839,2839,Female,75.49,46.89,90.09,76.49,63.2,55.49,20.5,Yes,3,5.8,C
2840,2840,Female,95.15,48.32,95.57,54.87,91.6,95.71,19.6,No,2,6.8,C
2841,2841,Male,95.42,77.05,57.61,78.59,81.1,57.87,6.2,No,10,7.7,C
2842,2842,Female,76.2,76.45,62.46,50.77,63.8,78.63,15.3,No,8,4.1,C
2843,2843,Male,80.4,52.8,82.61,94.59,70.4,61.38,18.8,Yes,10,4.7,D
2844,2844,Male,99.83,68.47,97.71,96.04,92.1,51.03,20,No,9,5.5,C
2845,2845,Male,64.94,91.8,64.98,86.65,81.2,54.23,5.1,Yes,6,8.1,C
2846,2846,Female,66.23,50.45,92.76,73.33,61,85.49,10,Yes,5,6.4,D
2847,2847,Female,59.14,41.15,75.3,62.74,65.9,59.12,28.7,No,7,6.6,D
2848,2848,Female,94.79,79.12,97.83,87.21,14.7,61.46,17.7,Yes,3,6,C
2849,2849,Female,87.22,43.21,56.81,96.59,47,68.86,22.6,No,6,6.1,D
2850,2850,Male,55.28,98.8,98.68,57.93,30.1,82.86,12.7,No,7,8.9,B
2851,2851,Female,99.09,76.58,72.05,73.29,43.2,73.47,19.6,Yes,1,8.5,D
2852,2852,Male,86.55,68.22,97.65,65.76,66.2,97.23,13.9,No,4,7.6,B
2853,2853,Female,92.53,65.8,72.93,67.84,14.9,71.71,12.4,No,7,5.6,D
2854,2854,Female,52.41,74.38,76.5,70.29,1.7,59.96,15.3,Yes,10,6.6,D
2855,2855,Female,75.25,45.44,90.24,97.59,39.7,76.81,16.5,Yes,6,7.4,C
2856,2856,Female,84.93,95.8,86.13,62.93,32.2,72.54,13.3,Yes,10,6,C
2857,2857,Female,77.15,77.54,80.98,74.63,42,89.36,11.4,No,2,6.6,C
2858,2858,Male,83.33,51.04,70.85,97.57,93.1,96.76,20.6,No,8,4.7,C
2859,2859,Female,90.89,73.75,89.62,73.8,70.7,91.81,14.5,No,7,4.5,C
2860,2860,Female,68.72,48,97.41,93.18,32.7,69.45,10,No,2,4.8,C
2861,2861,Female,92.43,41.05,50.49,52.94,17.9,60.81,24,Yes,9,7.8,F
2862,2862,Female,58.15,77.83,79.39,97.65,61.8,95.72,23.1,Yes,6,4.9,B
2863,2863,Male,63.54,78.91,93.3,59.38,65.8,69.3,27.2,No,2,8.6,C
2864,2864,Female,52.17,75.02,82.66,99,48.4,88.51,18.9,No,5,5.8,B
2865,2865,Male,68.22,51.01,90.04,58.78,21.3,99.48,12,Yes,1,4.8,D
2866,2866,Female,69,76.21,94.75,72.22,2.9,78.87,26.6,No,2,8.1,B
2867,2867,Male,90.26,43.39,87.55,65.43,26.6,73.99,12,Yes,9,6.3,D
2868,2868,Male,82.66,76.55,85.85,71.66,45.7,84.99,21.4,Yes,10,5.9,B
2869,2869,Male,71.84,73.24,98.24,62.53,78.8,59.7,9.8,Yes,1,5.6,C
2870,2870,Male,82.61,79.32,93.18,98.27,85.4,74.41,20.7,No,4,5.7,C
2871,2871,Male,52.64,93.73,90.77,65.29,41.3,65.62,26,Yes,9,7.3,D
2872,2872,Female,59.01,91.02,54.32,82.66,79.6,58.21,18.5,No,4,6.7,D
2873,2873,Male,81.35,98.84,61.95,56.87,99.3,80.51,16.8,Yes,10,6.3,C
2874,2874,Female,82.07,98.57,77.84,91.22,71.7,78.79,29.8,No,1,6.2,B
2875,2875,Male,88.71,86.34,85.48,77.13,72.9,88.06,5.6,Yes,5,4.7,C
2876,2876,Male,70.15,97.39,65.16,98.97,91,93.65,13.3,No,6,8.1,A
2877,2877,Female,86.13,92.04,54.67,71.17,33.8,61.02,28,No,1,8.6,D
2878,2878,Male,84.2,83.65,65.55,59.77,1.1,88.99,21.1,Yes,8,8,C
2879,2879,Male,98.17,44.52,88.55,67.3,98.7,68.37,18.6,Yes,1,6.3,C
2880,2880,Male,60.76,42.94,93.87,86.85,49,81.44,20.9,Yes,6,8.9,C
2881,2881,Male,77.58,90.26,95.65,82.96,78.6,92.51,13,Yes,9,7.1,C
2882,2882,Female,80.09,69.38,68.94,88.92,81.2,62.81,6.8,Yes,3,7.9,C
2883,2883,Male,99.93,88.88,68.63,53.67,39.8,80.05,11.9,No,5,7.7,D
2884,2884,Male,60.06,58.78,70.34,79.02,54.1,74.02,13.4,No,1,7.5,D
2885,2885,Female,76.16,63.86,68.79,96.61,54,89.53,17,No,1,7.2,C
2886,2886,Female,67.31,82.01,83.31,55.4,22,84.86,14.8,No,2,5.1,C
2887,2887,Male,76.29,94.92,67.92,54.72,11.8,88.48,18,Yes,6,5.5,D
2888,2888,Male,61.61,45.27,51.02,85.83,54.4,64.4,9.9,Yes,7,8.4,D
2889,2889,Female,52.38,91.69,71.95,65.76,12,85.22,9.6,Yes,5,4.9,C
2890,2890,Male,78.63,87.58,61.21,82.93,34.6,80.29,13.8,Yes,1,4.8,D
2891,2891,Female,66.79,58.93,51.44,77.27,18.6,72.83,16.8,Yes,1,5.4,D
2892,2892,Male,59.1,61.31,73.54,99.3,70.7,68.92,13.5,No,1,5.8,C
2893,2893,Female,66.2,42.79,60.3,94.45,87.2,66.58,19.4,Yes,3,6.8,D
2894,2894,Female,52.46,40.94,72.64,83.9,57.8,50.48,12.8,No,4,7,D
2895,2895,Female,97.52,68.62,63.89,63.08,41,58.48,9.4,No,8,8,D
2896,2896,Male,79.06,45.73,80.19,63.1,99.7,52.95,26.6,Yes,9,4.4,D
2897,2897,Male,90.74,51.64,99.54,94.11,2.1,92.42,10,Yes,5,5,C
2898,2898,Male,71.16,90.81,77.36,79.27,30.4,93,29.2,No,4,6.5,B
2899,2899,Male,95.17,74.26,82.34,89.46,27.9,92.31,29.7,No,10,5.3,C
2900,2900,Female,74.17,78.02,95.96,72.49,35.6,90.9,22.4,No,9,8.4,C
2901,2901,Female,78.7,51.25,68.7,55.15,23.1,61.07,17.6,Yes,6,7.2,F
2902,2902,Female,74.59,89.72,58.33,66.63,26.4,74.59,24.9,Yes,3,6.5,C
2903,2903,Male,86.66,92.08,64.14,58.06,25.8,95.39,26.8,Yes,7,4,C
2904,2904,Male,78.33,71.4,70.14,89.09,50.6,87.99,22.7,No,9,8.3,D
2905,2905,Male,63.58,94.75,82.25,85.03,39.1,50.09,7.6,No,10,6.3,D
2906,2906,Female,57.28,90.69,50.23,54.42,63.9,72.97,5.1,No,2,6.7,D
2907,2907,Male,80.31,83.88,92.67,81.07,51.4,50.53,9.8,Yes,9,7.5,D
2908,2908,Male,74.46,84.04,53.8,93.71,18.3,64.03,9.7,No,2,8.7,D
2909,2909,Female,54.8,46.32,95.03,84.87,81,71.79,9.6,Yes,5,4.8,C
2910,2910,Female,69.78,56.25,97.47,75.56,47.2,94.64,17.7,Yes,1,4.4,B
2911,2911,Male,75.74,44.01,99.51,65.59,15.3,82.72,18,Yes,2,4.6,C
2912,2912,Female,91.34,40.52,90.48,94.35,16.7,68.12,23.1,Yes,7,7.7,C
2913,2913,Male,53.81,49.5,57.09,71.14,79.7,74.53,10,Yes,4,4.6,F
2914,2914,Female,67.42,92.83,85.31,92.77,70.3,90.87,7.3,No,7,6.5,B
2915,2915,Female,91.13,54.39,60.17,89.15,50.7,64.98,21.7,Yes,4,7.5,D
2916,2916,Female,82.42,98.21,94.86,90.81,30.6,80.75,17.1,Yes,1,7.6,B
2917,2917,Male,64.5,75.84,65.83,99.49,46.1,63.11,21.7,No,6,6,C
2918,2918,Male,92.27,54.24,66.34,87.44,63.6,74,14.5,No,9,7.5,C
2919,2919,Male,74.66,69.83,95.88,51.7,87.9,51.23,23.8,No,6,8.8,C
2920,2920,Female,74.92,53.15,50.66,60.27,55.6,92.61,22.1,Yes,7,4.1,D
2921,2921,Female,98.83,99.04,59.7,51.76,27.7,52.42,21.3,Yes,7,7.4,D
